	Exp027703	Exp027705	Exp027706	Exp027710	Exp027718	Exp027719	Exp027720	Exp027723	Exp027727	Exp031328	Exp033151	Exp033884	Exp033885	Exp033892	Exp033897	Exp033899	Exp034539	Exp034558	Exp034561	Exp034562	Exp034566	Exp034568	Exp034955	Exp034956	Exp034957	Exp034958	Exp035076	Exp035077	Exp027707	Exp027709	Exp027711	Exp027713	Exp027716	Exp027721	Exp027722	Exp027724	Exp027728	Exp028551	Exp031327	Exp033040	Exp033042	Exp033043	Exp033044	Exp033045	Exp033294	Exp033298	Exp033883	Exp033886	Exp033887	Exp033888	Exp033889	Exp033893	Exp033895	Exp035078	Exp035079	Exp036989	Exp036990	Exp036992	Exp036993	Exp036994	Exp036995	Exp036996	Exp036997	Exp036998	Exp036999	Exp037000	Exp037001	Exp037002	Exp037003	Exp037004	Exp037005	Exp037007	Exp037009	Exp037010	Exp037011	Exp037012	Exp037016	Exp037018	Exp037020	Exp037021	Exp037022	Exp037023	Exp037024	Exp043648	Exp027725	Exp028546	Exp028547	Exp028548	Exp028550	Exp028837	Exp030426	Exp030909	Exp031239	Exp031241	Exp031330	Exp031332	Exp031333	Exp031334	Exp033003	Exp033005	Exp033041	Exp033047	Exp033048	Exp033049	Exp033148	Exp033149	Exp033150	Exp033295	Exp033296	Exp033297	Exp033299	Exp033301	Exp033303	Exp033880	Exp033881	Exp033890	Exp033891	Exp034526	Exp034527	Exp034528	Exp034529	Exp034530	Exp034531	Exp034532	Exp034533	Exp034540	Exp034541	Exp034542	Exp034552	Exp034560	Exp034563	Exp034565	Exp034952	Exp034954	Exp034966	Exp035060	Exp035061	Exp035062	Exp035066	Exp035067	Exp035080	Exp035081	Exp035083	Exp037006	Exp041345	Exp041346	Exp041347	Exp041348	Exp041349	Exp041351	Exp041353	Exp041354	Exp041355	Exp041357	Exp041358	Exp042805	Exp042811	Exp043639	Exp043641	Exp028839	Exp033002	Exp033152	Exp033302	Exp034567	Exp034961	Exp034962	Exp034964	Exp035063	Exp035064	Exp035065	Exp035069	Exp035070	Exp035071	Exp035072	Exp035073	Exp035074	Exp036991	Exp042803	Exp042810
NUBP1	0	0	0.6376	0.2582	0.1156	0	0.2469	0	0.5004	0	0	0	0.1984	0.3494	0	0.6285	0.1672	0.1825	0.1561	0.1032	0.6505	0.1742	0.2548	0.2038	0.3659	0.2707	0.273	0.1279	0.4166	0.6097	0	0.5834	0.2982	0.371	0.3649	0.0631	0.3708	0	0.9554	0.2145	0	0.3156	0.8108	0	0.3281	0.2807	0.0761	0.21	0	0.2861	0	0.3593	0.1714	0	0	0	0.1297	0	0	0.1778	0.322	0	0	0.6769	0.4096	0.3737	0	0.2356	0	0.263	0	0.3022	0	0	0.1952	0	0	0.2158	0	0	0	0	0	0	0	0.7187	0.8843	1.4348	0.4791	0.7074	1.1122	0.9719	0.4843	0	0	0.1218	0.0374	0.1504	0.4613	0.0405	1.0931	0.0826	0.8567	0.7715	0.211	0.1685	0.3701	0.6989	0.219	0.9545	0.1127	0.213	0.87	0	0	0.3424	0.1229	0.6061	0.2327	0.1334	0.1302	0	0.1196	0	0.1944	0.3671	1.2028	3.4198	0.9898	0.0853	1.0565	0.1273	0.6787	0.8373	0.7681	0	0.6647	0.52	0	0.2091	0	0.3835	0.4155	0	0.7956	0.5475	0.7012	0.3836	0.723	0	1.0908	1.4584	0.636	0.1369	0.298	0	0.8337	0.0666	0.9932	0.1826	0	0	0	0.1126	0.4017	0	0.3487	23.7947	0.481	0	0.2048	0	17.7878	0.2693	0.1929	0.0748	0	0	0
C11orf83	0	0	0	0	0	0	0	0	0	0	0	0.6432	0	0	0	0.4238	0	0	0	0	0	0	0	0	0.3617	0	0	1.852	0	0	0	0	0	0	0	0	0	0	0	0	3.4108	0	0	13.0324	1.3023	0.4188	0	0	0	0	0	0	0	0	9.2794	0	0	0	0	3.3225	0	0	5.376	0	0	0	0	0	0	0	0	0	0	6.7152	0	0	4.493	0	0	16.3506	0	2.3352	7.2426	4.1139	0	0	0	0	0	0	2.1487	0	0	0	0.7054	0	4.0345	0	0.6188	0	4.1751	0	0.2182	0	0	1.2223	0	0	0	0	0	1.8841	1.7844	1.0775	0	0	0	0	0	0	0.5504	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3647	1.5069	0.2629	0	0.6035	0.3887	0	0	0	0	0	1.1258	0	0.231	0.5383	0	0	0	0.7153	0	0	0	0	0	3.4616	0	2.4591	0	2.8116	0	1.6467	0	0.1966	1.9776	3.3099	0	0.8177	1.6651	1.313	0.8808	0	0	0	0	0
GNB1	0	0	0	0	0	0.1236	0	0	0	0	5.4509	0	0	0.1233	1.7407	0	1.9514	1.7084	0.7401	1.2658	2.5528	1.8029	1.4038	0.7765	1.0626	1.1689	0	1.9899	0	0	0	0	0.1934	0	0	0.8446	0.2392	0.4388	0	4.3637	3.4657	2.3801	3.5703	2.5059	4.3597	2.6139	0	0	0	0	0	3.0824	0	1.463	3.2055	7.3329	7.2053	7.8406	13.9554	5.2432	11.628	5.6265	6.5532	9.5541	5.2813	6.4398	15.7256	8.2036	10.0286	8.1339	7.3599	8.6098	5.5847	6.9972	5.9676	3.9917	1.8656	4.3767	4.1286	7.516	6.0317	6.0378	11.7346	0	0	1.7731	0.6791	0.5371	4.5867	0.3247	8.8184	0	7.2219	0	5.0674	6.0714	4.6101	4.9625	4.0609	7.6526	5.0413	2.1195	12.4011	10.6926	1.836	1.337	3.2036	1.8704	10.7957	5.3672	4.9672	2.6722	2.9885	14.0143	12.7383	11.3551	0	1.6051	4.9367	16.1911	20.3082	9.2356	14.6993	0	0	1.9605	2.4821	2.156	0.8297	3.7408	0.5677	1.6787	1.6751	2.2939	1.1844	3.0242	2.7626	1.7675	1.8378	1.231	6.553	1.6914	1.242	4.0085	5.5649	0	3.4849	3.8756	0	0	2.546	5.2147	0	3.1905	2.9071	4.4336	1.7046	3.7384	6.0615	0	4.7495	1.8746	4.5158	2.3878	0	2.4479	2.1783	2.5567	2.8205	0	1.5374	2.9834	2.8876	2.2192	0.5758	2.4355	7.2669	0	1.9891
NUDT16	0	0	0	0	0	0	0.3491	0.602	0	0.3493	0.3538	0.5912	0.9848	0.7958	0.5987	0.5285	0.4202	0.3093	0.2207	0.2994	0.3285	0.1796	0.2523	0.7063	0.5438	0.8635	0.7504	0.4107	0	0	0	0.3393	0	0	0.4359	0.25	0	0	1.5086	3.029	2.8387	1.8725	1.2928	3.9324	1.2798	0.8425	0	0.4069	0.4704	0	0.5907	0.8008	0.5541	0.2024	0.7857	0.3315	0	0.2508	0.7387	0	0.4249	0.4578	0.7657	1.0129	0	0	0.4168	1.4191	0.5576	0	2.1234	1.9749	1.5887	4.0678	1.2347	0	0.9281	0.9087	0.4113	1.8726	1.4481	1.3046	2.4838	3.0111	0	0	0.4628	0	0.5344	0.5064	1.5422	0.4869	0.3068	0.1437	1.3123	1.4202	1.6826	3.1511	0.5219	5.4949	5.6956	0.3006	5.5351	2.1487	1.0203	0.6434	0.0705	0	0.965	1.8781	1.1016	0.8834	1.1621	0.6194	1.7402	1.5764	0.2064	0	0	0.7707	1.8017	0	0.4761	0.6665	0.6905	0.1238	0.2784	0.4403	0.0254	1.163	0	0.4153	0.5611	0.4057	0.8272	2.267	0.6766	0.5482	0.6408	0.9794	0.6271	4.0587	0	0.4187	1.5598	0.6531	0.6181	0.2696	1.0149	0.8516	0	1.1613	0.2792	0.0703	0.4795	0.2282	0.9093	2.8502	1.0324	0	1.2197	1.2288	3.9425	0.2625	1.762	0.5773	0.5573	0.0888	1.6256	0	0.3143	1.4079	5.0793	3.254	0.1658	1.6494	1.0158	0.2631	0.6773
PNPLA6	0.057	0	0	0.1119	0.0506	0	0.1142	0.0214	0	0.0165	0.9948	0.0099	0.2018	0.2917	0	0.0161	0.5392	0.054	0.0139	0.0172	0.2219	0.072	0.427	0.1128	0.0553	0.0945	0.0205	0.0711	0.0415	0.0423	0.0722	0.1276	0.0606	0.0975	0.1504	0.1765	0.0323	0.2143	0.1966	0.1019	0.7796	0.1442	0.5231	0.3689	0.0595	0.1431	0.4554	0.5976	0.8923	0.8535	0.1364	0.0926	0.0724	0.3668	0.4029	0.0942	0.0506	0.4204	0.3299	0.1587	0.1182	0.3299	0.7535	0.1741	0.3826	0.6111	0.1738	0.3293	0.6057	0.2105	0.1756	0.3258	0.2597	0.4756	0.0726	0.7328	0.3094	0.2449	0.2922	0.8845	0.135	0.1905	0.1141	0.0726	0	0	0.121	0	0.019	0.0385	0	0.3316	0.0426	0	0.0715	0.1195	0.5756	0.1496	0.0335	0	0.0823	0	0	0.0717	0.2514	0.1116	0.0763	0.0239	0.1162	0	0.0119	0.1071	0.1387	0	0.0246	0.7558	0	0.1882	0.0471	0.0419	0.044	0.1074	0.0306	0	0.324	0.1054	0.1507	0.1382	0.1949	0.0318	0.0452	0	0	0.0237	0.0863	0.0367	0.1504	0.0258	0.2343	0.0475	0.0316	0.0575	0.1463	0.0227	0.174	0.1352	0.0444	0.0441	0.1045	0	0.1418	0.7427	0.0177	0.023	0.0647	0	0	0.2288	0.1114	0	0.0664	0.2323	0.0484	0.996	0.1842	0.2275	0.2495	0.1278	0.4531	0.1798	0.0727	0.1229	0.1444	0.4055	0.2275	0.3231	0.1689	0	0.1793
ALDH3A1	0	1.4235	1.0403	0	1.8436	7.0987	3.5213	2.5213	28.232	54.8091	8.9157	5.3983	61.9999	0.7366	17.2487	7.2533	13.3007	6.1681	26.7544	4.6577	5.4348	12.8552	0	0.2081	32.1993	1.1521	11.3198	13.8118	39.9469	3.958	3.5682	6.1191	6.0884	52.3277	26.117	4.718	2.2842	0.3683	11.5875	32.9686	9.2962	0.4674	1.9096	9.5401	35.9153	17.4235	1.2999	12.4042	15.2355	30.6634	9.7478	6.7493	9.4637	0	51.9254	4.0761	0	2.021	0	5.8892	28.8386	3.862	41.1766	13.2846	0.7745	7.904	7.5477	0	9.6268	7.4282	0	30.6808	3.3502	24.5083	2.9459	8.2468	31.3922	13.9216	0.7354	2.8511	7.9337	4.3014	36.1943	0	0	0.0876	0	1.3153	0.3141	0.2089	0.2579	0.0356	9.8002	2.2117	46.8779	5.1261	0	27.2255	2.2081	8.1393	0.1847	24.9916	0.3013	2.2082	4.0205	0.3139	1.2022	0.2252	5.9191	175.1942	0	66.8515	5.0153	0	0	19.6128	4.0886	0	50.3035	19.003	0	0.9917	7.706	1.4323	71.7888	0.2351	17.3283	30.448	5.3394	6.2529	3.7104	2.9795	4.5441	6.4365	2.1209	3.7734	3.4954	5.2876	10.3069	5.7012	2.8883	5.9874	0.1295	0	48.0478	1.1368	66.891	0.0506	11.857	60.8227	2.164	0.0921	5.0327	8.4375	7.9155	2.3739	3.8454	4.84	12.6114	0	0.4613	0.2712	4.6619	0.1831	0.9211	2.1793	0	0	7.9143	3.3453	13.3097	0	2.8684	10.6245	19.7516	1.4296	0	0.3859	0
DDX3X	0	0	6.1949	8.1445	4.0993	3.9933	8.5725	6.0366	9.4982	3.9427	4.477	2.2533	4.4067	10.7217	7.8919	9.5997	7.6342	2.3576	1.104	4.7084	8.9426	2.6025	4.9279	5.4246	5.9407	9.8002	4.6315	2.5204	5.2731	4.0079	8.5253	9.575	9.2413	4.2806	0	12.8423	4.4724	10.3065	9.6104	9.1483	12.4632	3.2042	13.1182	8.8187	5.4804	8.7819	2.9032	22.4577	9.2961	8.487	6.8104	16.501	6.8289	6.0975	5.2866	3.5754	0.9936	3.5402	11.1358	4.2721	2.0898	7.1143	3.839	3.4356	7.7587	4.1501	4.126	6.2602	4.2549	2.6213	7.6247	6.9917	13.4303	11.3881	14.0387	5.575	3.482	9.9316	5.0122	6.7482	4.4537	10.8002	7.3428	4.9639	0	0	2.1398	0	1.5831	0	0.6663	9.566	2.3699	2.9681	6.9458	6.4412	12.3889	6.7274	2.2606	2.0079	3.5994	0.7222	2.1301	8.347	3.7996	1.5138	4.6294	2.5971	4.5094	2.776	3.0964	3.1247	4.0181	3.5031	7.7928	4.0717	2.5608	6.174	8.3868	6.1962	3.5308	5.0433	2.6688	3.4386	5.8926	0.6142	3.9287	2.2022	1.0876	3.0751	4.757	3.1149	1.1153	2.0912	6.259	3.6779	10.1872	3.3466	3.2516	1.9736	3.1388	2.2075	0.9174	2.9686	3.892	5.0318	2.6406	1.898	3.6609	0	2.0607	1.2459	5.0846	0.4647	4.7475	6.821	5.8624	5.4866	2.9555	2.4215	3.8311	4.8989	7.3755	6.3066	12.147	14.5816	11.2594	11.4777	6.733	2.9581	3.6072	6.5765	8.1345	33.625	4.9386	18.2885	3.6648	3.808	5.4926
RCN3	10.3571	1.0237	0.2496	0.5055	0	2.6695	2.8885	12.703	9.2314	2.468	1.0839	1.5864	1.0152	4.7393	0	2.7456	3.2336	1.3053	0	4.0364	2.7713	0.4851	9.3733	0.8266	1.1118	3.0749	0.2913	1.1097	0	0.2502	0.213	0	4.3038	21.3662	0.0233	1.5572	0.8428	12.9732	0.4186	0	0	4.8946	11.7291	1.7851	0	0.4342	1.5721	4.2358	0.7218	0	1.2765	2.2366	0.1883	2.0546	20.7199	10.4257	2.2904	6.2846	20.2291	3.1244	0.1378	22.8256	10.4685	1.3666	14.9263	12.5001	16.2736	21.3188	1.4954	5.5509	2.3843	3.3492	6.2567	4.9272	4.697	6.1356	2.1278	4.924	2.8572	5.9076	3.0141	3.2616	3.061	4.177	1.402	10.7395	3.2421	1.0304	10.0759	14.695	0.6328	1.3072	0.1902	4.808	5.178	3.3598	0.502	4.4578	2.6892	0.0845	3.2787	0	2.6467	1.5002	1.3235	0.332	6.3515	5.4601	2.0969	0	0.5041	0.6896	0.4658	2.6253	10.11	0.0733	0.2056	0	5.7168	1.6507	4.8533	2.4387	2.5629	2.7936	5.0664	0	3.4376	0.0898	0.8935	2.2819	0	3.4093	0.4637	0	3.5417	0.7956	0.6473	0	0	0	0.157	2.3799	0.2653	0	0	1.2747	1.1	0.6539	1.9806	0	2.4923	2.0639	0	0	3.0089	3.1469	0	0	0.9634	1.3662	0	3.4731	0	2.201	1.2138	4.8588	12.5136	9.0918	5.0114	0.3361	0.1807	10.8713	0	4.7554	0.29	7.2156	22.1301	8.124	6.9268
NOC3L	0.2259	0	0.4748	0.0663	0	0.1023	0.0748	0.0931	0	0.0562	0	0	0	0.0161	0	0	0.015	0	0	0	0.0827	0	0.0521	0.5499	0.0805	0.0572	0.0375	0	0.0436	0.198	0	0.4206	0.3719	0.1217	0.0587	0.3372	0.0649	0.1088	0.0853	0	0	0.0351	0.1103	0	0.0551	0	0.018	0	0.0209	0	0.0184	0	0.0295	0.0359	0.0507	0.463	0	0	0	0.2906	0	0	0	0	0.209	0	0	0.2315	0	0	0	0	0.382	0.1439	0.0302	0	0	0.1286	0	0	0	0	0	0.0554	0.1022	0	0.1064	0	0	0	0	0	0	0	0	0	0.0887	0	0	0	0.0145	0	0	0	0.0367	0	0	0.0142	0	0	0.0188	0	0	0	0	0	0	0.0511	0.0541	0	0	0.0319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0392	0.0469	0.1639	0.0712	0.0794	0	0.3176	0	0.1127	0	0	0	0.2277	0.0513	0	0	0.0328	0	0.0593	0.0351	0.1851	0.1284	0.4034	0.057	0	0	0	0	0	0.3458	0	0.176	0	0	0
PRPSAP2	0	0.2944	0	0	0	0.6519	0	0.2332	0	1.6892	0.0275	0.0491	0.1903	0	0.3612	0.0393	0.1687	0.5275	0.0402	0.2474	1.3876	0.4001	1.0078	1.9054	0.7151	0.4487	0.5461	0.7688	0.9808	0.1704	2.8612	1.5516	1.1839	1.1041	0.2585	1.4314	0.4986	0.9476	1.3134	4.1533	5.8702	0.3041	7.5321	0.8381	2.0224	0.9409	0.3882	0.8079	3.0581	2.8263	0.4489	0.4161	0.9535	0.401	1.0296	0.4179	0.5656	0.3316	0.3585	0.3369	0.5722	0.5143	1.2276	1.2321	0.1675	0.0809	1.1142	0.0907	0.1272	1.0289	0.5309	0.9855	0.0801	0	1.8316	1.4812	1.4275	1.3841	1.7147	3.1246	0.9542	1.2935	1.6758	0.9841	0	0	0.2501	0	0	0	0.5235	0.8491	0	0.0669	0	0.8334	1.0138	0.2762	0.3913	0.6	0.5242	0.7692	0.7173	1.7552	0.9049	0.274	0	0.316	0	1.6554	0.58	0.949	0.9138	0.3274	0.7056	1.0581	0	1.3589	1.7852	2.4586	0.3542	0.8826	0.5375	0.3563	0.8851	0	0.9477	0	0.1801	0.5707	0.5101	0.568	0	0	0.9351	0.741	3.5432	0.7978	0.2935	0.5941	0	0	0	0.28	0.8763	0.7973	1.6292	0.6092	1.8245	1.0961	0.3608	0	0.6018	0	0.8846	1.0512	0.6078	0	0.3105	0.0594	0.2335	0	1.4808	0.5496	0.9369	1.0526	0.1984	0.8076	1.1553	0.2647	0.4052	1.1907	0.1092	2.1992	0.1773	0.6677	0	0	0.1521
FAM84B	0	0	0	1.0144	0	0.4079	0	0.0946	1.1744	1.1183	0	0	0.1094	0.0921	0.5618	0.1374	0.1052	0.2049	0.0602	0	0.5882	0.0306	0.3803	0.611	0	0.0885	0.4578	1.6935	0.7504	0.5077	0.4065	0.9908	0.0452	0	0.1636	0	0	0	0.2426	0.296	3.1813	0.4629	0.7941	1.38	0.9732	0.1365	0.2208	0.1094	0.1472	0.284	0.0251	0.5879	0.0401	1.3688	0.071	0.5868	0.474	0.3784	0.0718	1.1926	0.275	0.3641	0.0393	0.3525	1.5393	0	0.8787	1.1647	0.6317	1.1197	2.9646	1.2593	0.7162	0.2801	0	0.1844	0	0.6597	0	0.3719	0	0	0.4842	0	0	0	0	0	0	0	0	13.7206	0.0513	0.0526	0	0.0937	0.5018	0.1578	0	0.1433	0.0502	0	0	0.9906	0.0995	0	0	0	0.2847	0	0	0.1696	0.3675	0	0	0	0.0595	0.5999	0.4489	0.3647	0.106	0.1545	0	0	0.3077	0	0.0611	0	0.5357	0	0	0	0	0.2414	2.5352	0.1721	0.5091	0.0627	0.5091	0	0	0	0	0.6234	0.3148	0.2535	0.2117	0	0.4417	0	0.1542	0.1181	0.0821	0	0	0	0	0	0	0	0.1165	0.3371	0.4436	0.3883	0.2477	0.2314	0	0	0	0	0.0312	0.0644	0.149	0.0505	0.5894	0	0.1686	0	0.1885
PPIL1	0	1.4479	1.0843	0.7833	0.5769	0	2.5072	0	1.0347	0.2434	0	0.2967	0	1.1976	2.2071	0	3.1222	1.2525	0.5965	0	1.4683	0.8207	1.6429	2.3338	1.5874	0.1245	0.698	8.1267	0	0.5197	0.3349	0	0.0993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2048	0	0	0	0	0	0.1131	0	0	0	0	0	0	0	0	6.7784	0	0.7681	0	0.2083	0	2.0147	0	0.1279	1.7485	0	0	0	2.7611	1.9207	1.1445	3.1479	1.6477	1.7273	0.6596	2.9831	0.904	0.7424	0.4783	2.3356	0.8158	0.4999	10.3265	64.0134	0	82.666	1.1847	1.7556	1.4439	3.558	1.2783	2.1695	1.7496	0.9697	0.9272	9.4743	13.0534	0.6161	0.1749	3.8211	2.1331	0.1328	3.5487	3.4117	2.6635	2.0609	0.1703	2.1876	1.0405	0.7451	0	1.8139	1.7098	3.7439	0.5809	1.3304	0.6788	0.3545	0.1442	0	0.1784	12.0666	0	0	1.7665	4.723	0.6771	0.7522	0.6586	0.214	4.5067	0.267	0.1715	0	0.5903	2.5207	0.1129	1.0653	0	1.2309	1.4979	0	0	0.3718	0	0.2662	2.7033	0.6723	1.1553	0	0	1.0407	0	0	0.3306	0	0	2.7309	0	1.0655	1.4368	0	0.8332
ZNF207	0.0588	0.5647	0.9969	0.0787	1.1826	0	3.0112	0	1.6589	0.6857	7.7343	0.8178	0.7428	0.8595	1.5063	1.0525	0.8846	1.2486	0.5115	1.1972	3.6798	3.8249	2.1004	1.0815	0.5522	2.7826	2.1361	1.8638	0.0553	0.0743	0.2359	0.0942	0	0.0751	0.0903	0.1483	0.107	0	0.2736	0	0	0	0	0.0624	0	0	0	0	0.6666	0	0	0	0	0	1.8275	0	0.0788	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0327	2.0805	0.8294	1.5674	0	0.9468	0	0	0.0769	0.094	1.8084	0.4621	0	0	0.9041	0	2.8123	3.2705	0	0	0.8634	1.7756	0.3661	0.2121	1.0886	3.2303	0.9537	0.8713	1.8921	0.3024	0.7266	0.1907	1.3437	1.1939	0.9239	0.3159	15.7299	1.3521	1.0537	0.2697	0.9785	0.271	2.3149	0.1256	0.2527	0.2609	0.3067	2.9923	0.8263	1.0954	0.5056	0.6847	0.5319	0.7705	0.7938	0.7117	1.6935	3.6576	1.5587	0.635	1.1371	0.3573	0.9942	0.4935	1.0175	2.1501	3.0113	0.9041	0.3914	0.328	0.7189	1.8536	1.8237	0.1919	0.1529	0.5604	0	0.5298	0.1367	0	0.8142	2.4566	0.4693	0	0.624	1.6375	2.2162	2.5988	0	3.7531	1.2365	0.6351	3.448	5.2414	1.3331	2.9079	2.6164	1.7212	0.5864	0.5093	0.6571	1.9956	1.9718	3.9101	1.4225	2.0139	43.935	6.5553	1.3555
LDHB	19.2652	7.3978	35.2651	32.8495	6.3375	17.1462	41.7104	26.9275	36.1995	43.8352	23.3549	15.7931	69.7046	44.8034	58.0745	60.312	27.6404	53.8889	18.3364	106.6627	37.5298	32.9157	50.1981	47.2667	32.9842	86.3225	46.5619	60.4727	23.272	10.6732	7.7876	10.7278	42.1754	14.3896	4.9855	5.9168	11.5744	7.7333	28.7822	38.3751	80.5334	2.6307	26.2908	3.3234	60.1888	15.5004	4.7559	27.03	12.8064	14.43	6.9191	27.6726	7.7151	3.0154	50.1155	6.7395	5.1265	14.0323	22.3546	13.3498	11.1688	10.1385	12.2331	14.9158	13.2099	13.9897	5.696	6.7897	15.4358	6.5463	18.2366	36.8457	49.6389	167.8127	13.1924	10.7689	7.7365	12.5985	11.7136	15.5033	25.1197	16.5493	17.4533	15.5829	67.5776	36.7273	89.2822	28.7941	16.2183	78.2346	32.6928	113.6824	28.0507	6.9932	26.8187	37.419	12.5191	47.4923	7.3425	38.764	21.6617	20.0701	17.6936	13.1751	17.4318	18.684	22.7458	18.9156	29.0802	38.1426	7.628	9.9604	14.7945	23.9784	46.9271	62.011	20.6876	70.7081	43.1473	42.5601	25.6764	42.5612	33.2811	38.5879	52.4125	6.8007	29.915	19.3592	94.2148	26.9767	13.3998	30.993	60.6163	15.1584	20.0499	12.1633	42.2173	30.7648	10.7968	16.3312	21.7497	48.5627	13.3587	12.7414	23.3875	33.5802	27.7425	16.6413	30.3098	42.6751	27.9518	44.4542	37.0357	5.188	19.4322	16.3783	68.2743	15.0507	20.3857	16.0811	15.3813	47.328	24.5978	66.3743	14.275	62.366	76.5659	250.847	30.7501	12.3389	4.2399	30.337	16.8849	64.2406	10.6438	23.6818	60.8081	33.813	52.0227
SRI	3.0732	20.8301	7.455	0.7352	3.5528	0.361	2.3589	0.2704	3.4589	3.4787	12.8991	1.0215	2.3524	2.3201	7.3804	3.8788	1.4532	1.7862	1.3314	4.6348	4.458	3.0306	3.5186	3.0428	2.4555	5.6683	3.1943	0.8809	0.8901	0.6173	0.9608	1.8919	1.091	0.7259	1.8472	2.5518	0.3141	0.4131	0.821	1.4949	2.4433	0.895	0.4309	3.9779	1.0912	0.3083	0.3994	0.4383	0.6841	32.4787	0.3713	0.4876	1.6002	0.6399	2.4542	2.911	1.4307	1.4106	0.6837	2.6241	0.9939	0.2305	1.59	2.6849	0.6654	0.6598	0.6826	3.5937	0.3454	1.402	1.7447	2.2092	1.9578	5.0688	1.433	2.476	0.3312	1.5624	0.3377	4.1979	2.9342	4.7743	4.5978	1.9452	23.0972	24.4382	1.9217	10.6834	5.3348	27.315	31.7229	11.0746	5.3636	5.1163	5.093	2.7527	10.6379	3.0192	11.2931	19.3001	3.9243	4.7688	7.9411	15.7488	7.8868	4.215	36.2781	2.6466	9.5788	45.2095	12.6246	16.3208	6.6553	26.6542	8.1154	10.5266	9.516	16.0766	6.0665	27.5905	14.6493	6.6612	3.1443	18.0012	19.9301	12.8697	5.9718	47.7337	3.9937	11.9782	10.7508	30.2227	49.8463	16.9106	8.2505	9.1296	12.5065	8.4199	2.2557	5.1324	13.4254	4.3178	3.7439	71.0877	7.2137	33.6133	7.295	3.0426	16.4304	6.2775	11.7544	9.1558	5.505	3.1724	5.0114	6.3066	8.7312	4.6742	6.3068	1.8713	6.541	3.341	3.7617	1.2484	3.1209	2.1619	1.7271	6.2719	1.2612	0.6869	1.3784	1.3057	2.0997	3.1667	2.5633	3.0028	6.1471	0.9984	4.0939
FMR1	0.304	0.0976	0.119	0.3714	0.095	0.2228	0.5255	0.5437	1.8425	0.3752	0.2003	0.0265	0.0572	0.1498	0.1422	0.3478	0.1641	0.1315	0.0766	0.2934	0.0699	0.0266	0.2709	0.11	0.1684	0.247	0.0863	0.0812	0.1838	0.2184	0.3218	0.2973	0.4075	0.7673	0.5029	0.4402	0.1966	0.718	0.4623	0.2472	0.3264	0.1354	0.6027	0.4503	0.1967	0.1161	0.0215	0.1301	0	0.2201	0	0.1997	0.1742	0.1883	0.2315	0.1715	0.1595	0.2128	0.7303	0.7215	0.45	0.3097	0.1795	0.2138	0.3812	0.2862	0.2626	0.163	0.1814	0.1387	1.4132	0.3381	0.1945	0.59	0.4631	0.8386	0.2251	0.0401	0.089	0.1821	0.1077	0.2406	0.9277	0.184	0.5118	0.2334	0.2062	0.4862	0.5611	0.3491	0.1276	0.9658	0.1536	0.2593	0.1993	0.1833	0.2973	0.2364	0.2528	0	0.087	0	0.6156	0.2577	0	0.1179	0.2943	0.1451	0.5308	0	0.2162	0.1067	0.0926	0.4331	0.3546	0.6362	0.9345	0.1404	0.2157	1.0382	0	0	0.9747	0.2681	0.6391	0.1551	0.2441	0.3257	0	0.1802	0.3194	0.2566	0.2993	0.6221	0.17	0.2092	0.7866	0.2804	0.1011	0.0744	0.3305	0.126	0.3268	0.0247	0.0843	0.3232	0.1156	0.1092	0.0887	0	0.3323	0.7771	0.2387	0.0323	0.1644	0.648	0.2801	0	0.0879	0.066	0.1194	0.3538	0.8392	0.1736	0.5744	0.3278	0.2225	0.3069	0.283	0.1393	0.1915	0.049	0.0729	0.8191	0.0424	0.3993	0.0782	0.3292	0.2591
IFI30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.1743	0	0.1316	0	0.034	0	0.053	0.2173	0	0.0908	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0751	0	0	0	0.1313	0.0269	0	0	0	0	0	0	0	0	0.0967	0.3664	1.3993	1.102	0.875	0.4657	0.4204	0	0	0.1729	0.434	0.2169	0.452	0.216	0.3716	0.1343	0.2631	0.0232	0.0571	0	0.2744	0.909	0.3167	1.0882	0.2321	1.6443	0.2138	1.0864	0.136	0.7203	0	0	0	0	0	0	0	0.274	0	0	0	0	0	0	0	0	0	0	1.4139	0.2305	0	0	0	0	0.7727	0	0	0	0	1.6526	0	0.9104	0	0	1.0696	1.7261	0.8849	0.4135	0.3285	0.2081	0.5261	0	0.0472	0	0	0	0	0	0	0	0	0.13	0.0388	0	0.0953	0	0	0.0691	0	0	0	0	0.1264	0	0	1.1138	0	0	0	0	0	0	0	0	0	0	0.0837	0.0947	0.4242	0	0.1313	0.0802	0	0	0.0291	0	0	0	0	0.0834	0	0.3297	0	0	0
